"","ubicacion","lat","lon","precio_moneda","precio","ambientes","habitaciones","sup_des","sup_cub","fecha","expensas","href","tipo","fuente","sup_total"
"409","ALBERDI 4283",-34.6401293,-58.4858503,"ARS",25000,1,1,32,,2021-09-28,,"https://www.properati.com.ar/detalle/4074s_alquiler_departamento_floresta_balcon_lavadero_ciclovias-y-bicisendas-de-buenos-aires_cocina_agua-corriente_ruiz-hijos-estudio-inmobiliario","depto","properati",32
"410","Montevideo al 500",-34.6019087,-58.3895408,"ARS",25000,1,1,,,2021-09-28,2500,"https://www.properati.com.ar/detalle/4077d_alquiler_departamento_san-nicolas_balcon_subte-linea-d_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_grupo-llanos_mhc","depto","properati",
"411","THAMES 100. Entre Martinez de rosas y Muñecas",,,"ARS",22000,2,1,,,2021-09-28,4000,"https://www.properati.com.ar/detalle/4077y_alquiler_departamento_villa-crespo_luminoso_garage_placard_cocina_living_comedor_living-comedor_aris-propiedades","depto","properati",
"412","Av. Rivadavia 1500",-34.608747,-58.3884,"ARS",37000,,,,,2021-09-28,8500,"https://www.properati.com.ar/detalle/407a2_alquiler_departamento_monserrat_parrilla_terraza_amenities_subte-linea-b_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_solarium_citybrokers","depto","properati",
"413","Libertador 700",-34.588054,-58.383692,"ARS",39000,2,1,,,2021-09-28,8200,"https://www.properati.com.ar/detalle/407ag_alquiler_departamento_recoleta_lavadero_patio_terraza_garage_amoblado_placard_aire-acondicionado_losa-radiante_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cochera_solarium_vigilancia_calefaccion_castelli-group","depto","properati",
"414","Independencia al 3800",-34.6210147,-58.4195246,"ARS",33000,2,1,35,32,2021-09-28,7331,"https://www.properati.com.ar/detalle/407di_alquiler_departamento_boedo_balcon_luminoso_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_gailus-propiedades","depto","properati",35
"415","Av. Honorio Pueyrredon al 1100",-34.6075323,-58.4457706,"ARS",27000,2,1,33,33,2021-09-28,2645,"https://www.properati.com.ar/detalle/407e1_alquiler_departamento_caballito_luminoso_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_apto-mascotas_dibar_hr1","depto","properati",33
"416","Larrazabal 1600",-34.6549686,-58.498129,"ARS",38000,3,2,51,49,2021-09-28,7500,"https://www.properati.com.ar/detalle/407gd_alquiler_departamento_mataderos_balcon_toilette_luminoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_encargado_fj-lujan_evj","depto","properati",51
"417","Av. La Plata 610 11º C (esq. Independencia)",-34.6223418,-58.4277452,"ARS",60000,3,2,63,60,2021-09-28,7000,"https://www.properati.com.ar/detalle/407h0_alquiler_departamento_caballito_balcon_lavadero_placard_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_geraci-propiedades_gkz","depto","properati",63
"418","Av. Independencia al 2300",-34.618472,-58.3997772,"ARS",34000,1,1,,,2021-09-28,9500,"https://www.properati.com.ar/detalle/407hr_alquiler_departamento_san-cristobal_luminoso_placard_subte-linea-e_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_roascio-grupo-inmobiliario","depto","properati",
"419","Mendoza al 3000",-34.5648486,-58.4641551,"ARS",235000,3,2,117,,2021-09-28,,"https://www.properati.com.ar/detalle/407hy_alquiler_departamento_belgrano_balcon_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sauna_lujoso_electrogeno_garage_amenities_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_","depto","properati",117
"420","Callao al 1400",-34.5923892,-58.3928089,"ARS",100000,3,1,112,,2021-09-28,20200,"https://www.properati.com.ar/detalle/407if_alquiler_departamento_recoleta_lavadero_vestidor_luminoso_lujoso_garage_placard_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_mrisso","depto","properati",112
"421","Av. del Libertador al 300 entre Esmeralda y Suipacha",-34.5914826,-58.3779743,"USD",3200,5,4,270,270,2021-09-28,,"https://www.properati.com.ar/detalle/407kp_alquiler_departamento_recoleta_suite_gimnasio_jardin_piscina_toilette_luminoso_sauna_lujoso_dependencias_electrogeno_garage_amenities_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_hall_cochera_ascensor_casares-propiedades_hmbl","depto","properati",270
"422","Montevideo al 1900",-34.5887804,-58.3850601,"USD",1300,3,2,,,2021-09-28,,"https://www.properati.com.ar/detalle/407l3_alquiler_departamento_barrio-norte_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_in-propiedades_hm53","depto","properati",
"423","Libertador  2600",-34.57901001,-58.40699005,"ARS",45000,,1,40,,2021-09-28,8500,"https://www.properati.com.ar/detalle/407mj_alquiler_departamento_palermo_balcon_jardin_lavadero_piscina_terraza_luminoso_lujoso_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_solarium_vigilancia_lage-propiedades_hnin","depto","properati",40
"424","",,,"ARS",35000,1,1,40,,2021-09-28,,"https://www.properati.com.ar/detalle/407nf_alquiler_departamento_centro-microcentro_cocina_living_fortunato-suppa_hkf0","depto","properati",40
"425","",,,"ARS",45000,1,1,50,,2021-09-28,,"https://www.properati.com.ar/detalle/407nm_alquiler_departamento_centro-microcentro_cocina_living_fortunato-suppa_hkf0","depto","properati",50
"426","",,,"ARS",45000,1,1,40,,2021-09-28,,"https://www.properati.com.ar/detalle/407nr_alquiler_departamento_centro-microcentro_amoblado_cocina_living_fortunato-suppa_hkf0","depto","properati",40
"427","Av. Regimiento de los Patricios y Arzobispo Espinosa",-34.6333113,-58.3701627,"ARS",20000,1,1,35,32,2021-09-28,6400,"https://www.properati.com.ar/detalle/407q7_alquiler_departamento_barracas_balcon_luminoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_vigilancia_di-mitrio-inmobiliaria_d2r","depto","properati",35
"428","Avda del Libertador al 3000. Excelente 3 amb con  balcon,  cochera y dependencias, a pasos de Plaza Alemania",-34.5770693,-58.4099753,"USD",2000,3,2,161,143,2021-09-28,40000,"https://www.properati.com.ar/detalle/407qb_alquiler_departamento_palermo_balcon_suite_lavadero_toilette_vestidor_luminoso_lujoso_dependencias_garage_impecable_losa-radiante_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_vigilancia_calefaccion_argentina-housing_hjrt","depto","properati",161
"429","Av San Martin  1500 6° ",-34.60633469,-58.4514122,"ARS",30000,,,39,,2021-09-28,6500,"https://www.properati.com.ar/detalle/407w8_alquiler_departamento_caballito_balcon_lavadero_luminoso_lujoso_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_ascensor_vigilancia_gas-natural_eugenio-a-ferraro-propiedades_hnqu","depto","properati",39
"430","Tres Arroyos  800",-34.60478973,-58.45235825,"ARS",30000,,1,40,,2021-09-28,3900,"https://www.properati.com.ar/detalle/407y5_alquiler_departamento_villa-crespo_balcon_luminoso_lujoso_ciclovias-y-bicisendas-de-buenos-aires_vigilancia_fernandez-campo-propiedades_hnkl","depto","properati",40
"431","Barros Pazos 6338",-34.6848202,-58.4764488,"ARS",45000,2,1,42,,2021-09-28,,"https://www.properati.com.ar/detalle/407yh_alquiler_departamento_villa-lugano_parrilla_luminoso_garage_amoblado_placard_aire-acondicionado_estrenar_cocina_cochera_comedor_agua-corriente_egea-propiedades","depto","properati",42
"432","Combate de los Pozos 1000",-34.6202527,-58.3930544,"ARS",34000,2,1,44,,2021-09-28,,"https://www.properati.com.ar/detalle/407yn_alquiler_departamento_san-cristobal_balcon_luminoso_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_torres-propiedades_hjzk","depto","properati",44
"433","PALACIO ALCORTA ",-34.5775053,-58.4029555,"USD",1300,4,3,1194,,2021-09-28,,"https://www.properati.com.ar/detalle/407z6_alquiler_departamento_recoleta_garage_ciclovias-y-bicisendas-de-buenos-aires_cochera_vigilancia_enrique-achaval-propiedades_hjz2","depto","properati",1194
"434","Av San Martin   1900 13° ",-34.60549927,-58.45540237,"ARS",47000,,2,50,,2021-09-28,8000,"https://www.properati.com.ar/detalle/3yq6m_alquiler_departamento_caballito_lujoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_ascensor_red-inmobiliaria_hpb9","depto","properati",50
"435","Medrano  400 8° ",-34.6057663,-58.42115402,"ARS",60000,,3,85,,2021-09-30,12000,"https://www.properati.com.ar/detalle/3yrsj_alquiler_departamento_almagro_balcon_luminoso_lujoso_subte-linea-b_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_ascensor_g-a-ugarte-negocios-inmobiliarios_hnuy","depto","properati",85
"436","Jaramillo   3200 6° ",-34.551754,-58.47589493,"ARS",60000,,3,75,,2021-09-28,7000,"https://www.properati.com.ar/detalle/3z3ex_alquiler_departamento_saavedra_balcon_lavadero_parrilla_luminoso_lujoso_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_arquitecto-albarracin-propiedades_hnj2","depto","properati",75
"437","CABILDO, AVDA. 100",-34.5587769,-58.4595073,"ARS",69000,4,3,,,2021-09-28,9667,"https://www.properati.com.ar/detalle/3zfhl_alquiler_departamento_belgrano_balcon_toilette_luminoso_placard_losa-radiante_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_calefaccion_cabildo-500","depto","properati",
"438","VIAMONTE 2900. Entre Jean jaures y Ecuador",-34.6008008,-58.4073938,"ARS",35000,2,1,44,44,2021-09-27,2917,"https://www.properati.com.ar/detalle/1sqf2_venta_departamento_once_subte-linea-b_subte-linea-h_mosquera-propiedades","depto","properati",44
"439","ESPINOSA 700. Entre Arengreen y Felipe vallese",-34.6144203,-58.4500045,"ARS",50000,1,1,,,2021-09-27,5800,"https://www.properati.com.ar/detalle/2ljqo_venta_departamento_caballito_terraza_garage_estrenar_ciclovias-y-bicisendas-de-buenos-aires_maxi-propiedades","depto","properati",
"440","CONGRESO, AVDA. 1500. Entre Av del libertador y MontaÑeses",-34.5506684,-58.4536154,"ARS",29500,2,1,,,2021-09-27,4800,"https://www.properati.com.ar/detalle/3w3yq_alquiler_departamento_belgrano_ciclovias-y-bicisendas-de-buenos-aires_birabel-bienes-raices","depto","properati",
"441","BERUTI 2700. Entre Laprida y Anchorena",-34.5911892,-58.4038978,"ARS",40000,2,1,,,2021-09-27,13000,"https://www.properati.com.ar/detalle/3y6uq_alquiler_departamento_recoleta_balcon_luminoso_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_roma-propiedades_hky5","depto","properati",
"442","Deheza  3100 4° ",-34.54365921,-58.4809761,"ARS",28000,,,43,,2021-09-27,7400,"https://www.properati.com.ar/detalle/3yd3y_alquiler_departamento_saavedra_luminoso_lujoso_ascensor_ceraso-inmobiliaria_hnlh","depto","properati",43
"443","BAUNESS 2100",-34.5770297983,-58.4855912339,"ARS",37000,2,1,44,,2021-09-27,,"https://www.properati.com.ar/detalle/3xm7s_alquiler_departamento_villa-urquiza_luminoso_garage_placard_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_vigilancia_agua-corriente_j-la-torre-gestion-inmobiliaria_hjzz","depto","properati",44
"444","24 DE NOVIEMBRE  100",-34.6118411,-58.4116869,"ARS",27000,2,1,35,,2021-09-27,,"https://www.properati.com.ar/detalle/3xr1y_alquiler_departamento_boedo_balcon_subte-linea-a_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_gustavo-amabile_hk4o","depto","properati",35
"445","ECHEVERRIA 1400. Entre Del libertador, avda. y Migueletes",-34.5571468,-58.4458777,"ARS",36000,2,1,,,2021-09-27,6000,"https://www.properati.com.ar/detalle/3wuvr_alquiler_departamento_belgrano_lavadero_luminoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_calefaccion_roma-propiedades_hky5","depto","properati",
"446","AV RIVADAVIA 7900. Entre Dolores y Azul",-34.6326588,-58.4760796,"ARS",70000,3,2,,,2021-09-27,11300,"https://www.properati.com.ar/detalle/3x0mp_alquiler_departamento_flores_parrilla_patio_quincho_garage_placard_subte-linea-a_cocina_living_chochera_comedor_living-comedor_cochera_inmobiliaria-maccaroni-estudio-integral","depto","properati",
"447","La Paz  200",-34.55940628,-58.46032715,"ARS",39000,,,44,,2021-09-27,8000,"https://www.properati.com.ar/detalle/3zuky_alquiler_departamento_belgrano_balcon_luminoso_garage_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_beal-propiedades_hpn6","depto","properati",44
"448","Arenales  900 15° ",-34.59428024,-58.38087845,"ARS",105000,,2,77,,2021-09-27,14600,"https://www.properati.com.ar/detalle/3yq1y_alquiler_departamento_retiro_lujoso_dependencias_garage_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cochera_ascensor_fogola-propiedades_hnsi","depto","properati",77
"449","Cnel J Moldes  2200 1° ",-34.62186432,-58.52010345,"ARS",30000,,1,40,,2021-09-27,4100,"https://www.properati.com.ar/detalle/3vkde_alquiler_departamento_villa-real_jardin_luminoso_lujoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_estudio-monaco-propiedades_hnfc","depto","properati",40
"450","BONPLAND 2300",-34.5790565473,-58.4324873418,"ARS",63000,4,3,90,,2021-09-27,,"https://www.properati.com.ar/detalle/3s1o5_alquiler_departamento_palermo_balcon_lavadero_luminoso_garage_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_chochera_comedor_living-comedor_vigilancia_agua-corriente_cochera_j-la-torre-gestion-inmobiliaria_hjzz","depto","properati",90
"451","VIAMONTE 2900. Entre Jean jaures y Ecuador",-34.6008008,-58.4073938,"ARS",35000,2,1,,,2021-09-27,6400,"https://www.properati.com.ar/detalle/3re1s_alquiler_departamento_recoleta_subte-linea-b_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_mosquera-propiedades","depto","properati",
"452","Hortiguera   100 9° ",-34.62316895,-58.44709015,"ARS",43000,,1,70,,2021-09-27,16000,"https://www.properati.com.ar/detalle/3yxrn_alquiler_departamento_caballito_balcon_lavadero_luminoso_lujoso_dependencias_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_ascensor_arquitectos-ambrosini-const-inmob-s-r-l_hnlc","depto","properati",70
"453","montevideo 1900. Entre Posadas y Libertador",,,"ARS",30000,1,,,,2021-09-27,13000,"https://www.properati.com.ar/detalle/3z44c_alquiler_departamento_recoleta_balcon_luminoso_cocina_quintero-propiedades","depto","properati",
"454","Av Córdoba 2400. Entre Larrea y Azcuenaga",,,"ARS",75000,4,3,,,2021-09-27,13000,"https://www.properati.com.ar/detalle/3z4gr_alquiler_departamento_palermo_terraza_luminoso_lujoso_subte-linea-d_subte-linea-b_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_hall_carbonetti-propiedades_jok","depto","properati",
"455","José Andrés Pacheco de Melo 1934",-34.5916137,-58.3944521,"ARS",18500,1,,25,,2021-09-27,,"https://www.properati.com.ar/detalle/3uhwl_alquiler_departamento_recoleta_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_vigilancia_cattelani-e-hijas","depto","properati",25
"456","Demaría 4700",-34.573647,-58.42333,"ARS",100000,3,2,,,2021-09-27,17300,"https://www.properati.com.ar/detalle/3zzwt_alquiler_departamento_palermo_gimnasio_jardin_lavadero_piscina_luminoso_sauna_garage_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cochera_vigilancia_calefaccion_tizado-palermo-soho","depto","properati",
"457","Paseo colón 1000",-34.6200207,-58.36806,"ARS",38000,2,1,55,,2021-09-27,,"https://www.properati.com.ar/detalle/401o9_alquiler_departamento_san-telmo_luminoso_impecable_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_vigilancia_leticia-firpo-propiedades-real-estate","depto","properati",55
"458","Zapata al 300",-34.5734219,-58.4410207,"ARS",49000,2,1,47,43,2021-09-27,11500,"https://www.properati.com.ar/detalle/4037c_alquiler_departamento_belgrano_balcon_lavadero_garage_placard_aire-acondicionado_subte-linea-d_cocina_living_cochera_comedor_living-comedor_calefaccion_gas-natural_interurban_hlmx","depto","properati",47
"459","Bartolome Mitre al 3900",-34.6099438,-58.4211331,"ARS",62000,3,2,80,80,2021-09-27,14000,"https://www.properati.com.ar/detalle/4037s_alquiler_departamento_almagro_balcon_suite_lavadero_parrilla_piscina_sum_vestidor_garage_subte-linea-b_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_solarium_vigilancia_real-terra","depto","properati",80
"460","Reconquista  600",-34.60070038,-58.37275696,"ARS",30000,,2,38,,2021-09-27,6000,"https://www.properati.com.ar/detalle/4038m_alquiler_departamento_san-nicolas_lujoso_impecable_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_rivero-inmobiliaria_hnr9","depto","properati",38
"461","Larrea al 1200",-34.593769,-58.4007467,"ARS",25000,2,1,36,36,2021-09-27,3000,"https://www.properati.com.ar/detalle/403ca_alquiler_departamento_recoleta_luminoso_placard_aire-acondicionado_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_valerio-valentin-bienes-raices_ho7s","depto","properati",36
"462","Guemes  3300",-34.5896081,-58.4114897,"ARS",120000,2,1,62,55,2021-09-27,9000,"https://www.properati.com.ar/detalle/403dk_alquiler_departamento_palermo_balcon_suite_gimnasio_jardin_lavadero_piscina_sum_toilette_luminoso_vista_sauna_electrogeno_garage_tenis_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_ascensor_solarium_vigilancia_calefaccio","depto","properati",62
"463","Dorrego al 1900",-34.5793259,-58.4406028,"USD",600,2,1,53,,2021-09-27,,"https://www.properati.com.ar/detalle/403dv_alquiler_departamento_palermo_lavadero_piscina_sum_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_living_comedor_living-comedor_vigilancia_gold-rings","depto","properati",53
"464","Avellaneda 2100",-34.623068,-58.46168,"ARS",40000,3,2,,,2021-09-27,6000,"https://www.properati.com.ar/detalle/403ha_alquiler_departamento_flores_balcon_lavadero_toilette_garage_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_cadahia-propiedades_hjyf","depto","properati",
"465","Simbron  al 4700",-34.6107594,-58.5151615,"ARS",120000,3,2,107,91,2021-09-27,15000,"https://www.properati.com.ar/detalle/403iw_alquiler_departamento_villa-devoto_balcon_lavadero_toilette_luminoso_garage_cocina_living_cochera_comedor_living-comedor_calefaccion_kerner-propiedades_hmu0","depto","properati",107
"466","Scalabrini Ortiz al 200",-34.6003004,-58.4394944,"ARS",40000,2,1,54,45,2021-09-27,10000,"https://www.properati.com.ar/detalle/403ke_alquiler_departamento_villa-crespo_balcon_jardin_parrilla_piscina_luminoso_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_living_comedor_living-comedor_dirot-propiedades_hm13","depto","properati",54
